Team,ET_gt_total,ET_gt_mean,ET_gt_std,ET_pred_total,ET_pred_mean,ET_pred_std,ET_ratio,TC_gt_total,TC_gt_mean,TC_gt_std,TC_pred_total,TC_pred_mean,TC_pred_std,TC_ratio,WT_gt_total,WT_gt_mean,WT_gt_std,WT_pred_total,WT_pred_mean,WT_pred_std,WT_ratio
NVAUTO,227,3.847457627118644,3.5929005294199605,178,3.016949152542373,2.63928293692498,0.7841409691629956,206,3.4915254237288136,3.2279125928346875,169,2.864406779661017,2.500560121108083,0.8203883495145631,195,3.305084745762712,3.2272895553659393,169,2.864406779661017,2.5275272777192836,0.8666666666666667
S_Y,227,3.847457627118644,3.5929005294199605,153,2.593220338983051,2.3004689578490303,0.6740088105726872,206,3.4915254237288136,3.2279125928346875,145,2.457627118644068,2.2945922712909086,0.7038834951456311,195,3.305084745762712,3.2272895553659393,145,2.457627118644068,2.2271212238459897,0.7435897435897436
blackbean,227,3.847457627118644,3.5929005294199605,168,2.847457627118644,2.778937483345052,0.7400881057268722,206,3.4915254237288136,3.2279125928346875,162,2.7457627118644066,2.7714844602100634,0.7864077669902912,195,3.305084745762712,3.2272895553659393,165,2.7966101694915255,2.698271015882359,0.8461538461538461
